Subject ID,Date,Time,OffTime,OnTime,Total # of runs stroop off,Total # of runs stroop on,OffTime+OnTime,OnTime minus OffTime,Successful times X attempts (Off),Successful times X attempts (On),,Order of incorrect stroop on,,,Stroop off 1 time,Stroop off 2 time,Stroop off 3 time,Stroop off 4 time,Stroop off 5 time,,,Stroop on 1 time,Stroop on 2 time,Stroop on 3 time,Stroop on 4 time,Stroop on 5 time,,Practice stroop off 1 time,Practice stroop off 2 time,Practice stroop on 1 time,Practice stroop on 2 time,,Stroop off run 1 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 2 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 3 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 4 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 5 components,1,2,3,4,5,6,7,8,9,10,,Stroop on run 1 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 2 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 3 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 4 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 5 components,1,2,3,4,5,6,7,8,9,10,,Incorrect runs total time (stroop off),,,Incorrect runs total time (stroop on)
20b,05/12/2013,12:20,53.924,55.629,5,6,109.552,1.705,269.619,333.771,,5,,,10.530,11.381,10.843,10.218,10.951,,,10.459,10.602,12.076,11.038,11.454,,12.899,11.332,12.588,11.390,,Stroop off run 1 components,.949,.928,1.024,.960,1.231,1.200,.944,1.088,1.168,1.039,Stroop off run 2 components,.970,1.166,1.024,.976,1.247,1.296,1.119,1.104,1.056,1.424,Stroop off run 3 components,.861,.945,.879,1.568,1.135,.992,1.073,1.120,1.087,1.184,Stroop off run 4 components,.909,.863,.928,1.120,.975,1.136,1.024,1.104,1.103,1.056,Stroop off run 5 components,.985,.896,.945,1.087,.975,.961,.928,2.127,.992,1.055,,Stroop on run 1 components,1.005,1.008,.816,1.215,1.008,1.151,1.152,.992,1.056,1.056,Stroop on run 2 components,.926,1.058,.926,1.088,.945,1.102,.944,1.200,1.023,1.391,Stroop on run 3 components,1.456,1.040,.930,1.231,1.311,1.103,1.024,1.041,1.327,1.615,Stroop on run 4 components,1.121,.976,1.041,.911,1.007,1.249,1.278,1.280,1.106,1.069,Stroop on run 5 components,1.218,.943,1.232,.928,1.087,1.504,1.263,.992,1.119,1.168,,.000,,,11.137
