Subject ID,Date,Time,OffTime,OnTime,Total # of runs stroop off,Total # of runs stroop on,OffTime+OnTime,OnTime minus OffTime,Successful times X attempts (Off),Successful times X attempts (On),,Order of incorrect stroop on,,,Stroop off 1 time,Stroop off 2 time,Stroop off 3 time,Stroop off 4 time,Stroop off 5 time,,,Stroop on 1 time,Stroop on 2 time,Stroop on 3 time,Stroop on 4 time,Stroop on 5 time,,Practice stroop off 1 time,Practice stroop off 2 time,Practice stroop on 1 time,Practice stroop on 2 time,,Stroop off run 1 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 2 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 3 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 4 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 5 components,1,2,3,4,5,6,7,8,9,10,,Stroop on run 1 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 2 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 3 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 4 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 5 components,1,2,3,4,5,6,7,8,9,10,,Incorrect runs total time (stroop off),,,Incorrect runs total time (stroop on)
4b,28/11/2013,16:39,58.071,66.573,5,7,124.644,8.502,290.355,466.010,,3 5,,,11.965,11.795,12.591,10.533,11.187,,,12.219,13.544,14.222,14.144,12.445,,12.696,11.255,23.597,12.906,,Stroop off run 1 components,1.121,1.408,1.119,1.312,.976,1.280,1.215,1.087,1.168,1.280,Stroop off run 2 components,1.062,1.008,.879,1.551,1.472,1.136,1.199,1.071,1.359,1.056,Stroop off run 3 components,1.203,1.535,1.105,1.183,1.215,1.520,1.071,.992,1.519,1.247,Stroop off run 4 components,.984,.911,1.040,1.087,.896,1.248,.992,1.007,1.008,1.361,Stroop off run 5 components,1.142,1.056,1.200,1.057,1.022,1.215,1.040,1.215,1.103,1.136,,Stroop on run 1 components,.975,1.152,1.152,1.248,1.407,1.008,1.072,1.072,1.872,1.263,Stroop on run 2 components,1.307,1.392,2.000,1.695,.992,1.279,1.168,1.311,1.216,1.183,Stroop on run 3 components,1.129,1.679,.992,1.280,1.215,1.376,1.183,1.170,1.982,2.216,Stroop on run 4 components,1.760,1.151,1.680,1.313,1.406,1.136,.928,1.568,1.135,2.067,Stroop on run 5 components,1.168,1.984,1.104,1.039,.977,1.071,1.008,1.184,1.519,1.392,,.000,,,16.536
