Subject ID,Date,Time,OffTime,OnTime,Total # of runs stroop off,Total # of runs stroop on,OffTime+OnTime,OnTime minus OffTime,Successful times X attempts (Off),Successful times X attempts (On),,Order of incorrect stroop on,,,Stroop off 1 time,Stroop off 2 time,Stroop off 3 time,Stroop off 4 time,Stroop off 5 time,,,Stroop on 1 time,Stroop on 2 time,Stroop on 3 time,Stroop on 4 time,Stroop on 5 time,,Practice stroop off 1 time,Practice stroop off 2 time,Practice stroop on 1 time,Practice stroop on 2 time,,Stroop off run 1 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 2 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 3 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 4 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 5 components,1,2,3,4,5,6,7,8,9,10,,Stroop on run 1 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 2 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 3 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 4 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 5 components,1,2,3,4,5,6,7,8,9,10,,Incorrect runs total time (stroop off),,,Incorrect runs total time (stroop on)
19b,05/12/2013,11:59,56.469,58.630,5,6,115.100,2.161,282.347,351.782,,3,,,11.851,11.845,11.170,10.358,11.246,,,11.632,11.154,10.884,11.376,13.584,,12.459,15.190,13.048,12.581,,Stroop off run 1 components,1.407,1.502,1.264,1.152,1.184,1.056,.976,1.104,1.056,1.151,Stroop off run 2 components,1.049,1.167,1.216,1.391,1.039,1.151,1.248,1.007,1.151,1.424,Stroop off run 3 components,1.029,1.119,.929,1.326,1.073,1.214,1.040,1.280,1.134,1.025,Stroop off run 4 components,1.112,.912,.993,.942,1.280,.976,1.135,.960,1.136,.912,Stroop off run 5 components,1.010,1.167,1.312,1.040,.912,1.376,1.135,.864,.912,1.520,,Stroop on run 1 components,1.107,1.407,1.296,1.104,1.072,1.104,1.088,1.343,1.073,1.039,Stroop on run 2 components,1.046,.959,1.264,1.328,1.247,.960,.929,1.151,1.007,1.263,Stroop on run 3 components,.984,1.024,.976,.943,1.136,1.216,.944,1.007,.976,1.679,Stroop on run 4 components,1.444,.862,1.056,1.168,.927,1.041,1.135,1.424,1.072,1.247,Stroop on run 5 components,1.829,1.103,1.360,1.200,1.455,.912,1.344,1.663,1.632,1.088,,.000,,,5.417
