Subject ID,Date,Time,OffTime,OnTime,Total # of runs stroop off,Total # of runs stroop on,OffTime+OnTime,OnTime minus OffTime,Successful times X attempts (Off),Successful times X attempts (On),,Order of incorrect stroop on,,,Stroop off 1 time,Stroop off 2 time,Stroop off 3 time,Stroop off 4 time,Stroop off 5 time,,,Stroop on 1 time,Stroop on 2 time,Stroop on 3 time,Stroop on 4 time,Stroop on 5 time,,Practice stroop off 1 time,Practice stroop off 2 time,Practice stroop on 1 time,Practice stroop on 2 time,,Stroop off run 1 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 2 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 3 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 4 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 5 components,1,2,3,4,5,6,7,8,9,10,,Stroop on run 1 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 2 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 3 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 4 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 5 components,1,2,3,4,5,6,7,8,9,10,,Incorrect runs total time (stroop off),,,Incorrect runs total time (stroop on)
13a,02/12/2013,17:19,69.086,75.426,5,6,144.512,6.340,345.430,452.556,,2,,,13.255,13.583,14.079,14.331,13.838,,,14.731,15.544,14.565,16.437,14.149,,13.646,13.433,14.644,15.042,,Stroop off run 1 components,1.244,1.024,1.055,1.455,1.776,1.152,1.168,1.087,1.408,1.887,Stroop off run 2 components,1.092,1.201,1.245,1.759,1.296,1.633,1.502,1.744,1.071,1.040,Stroop off run 3 components,2.194,1.663,1.136,1.215,1.104,1.167,1.216,1.951,1.200,1.232,Stroop off run 4 components,1.208,1.183,1.584,1.487,2.375,1.328,1.280,1.151,1.568,1.168,Stroop off run 5 components,1.410,1.087,1.088,1.664,1.439,1.327,1.280,1.024,1.903,1.616,,Stroop on run 1 components,1.519,1.519,1.279,1.168,1.536,1.729,1.742,1.072,1.952,1.215,Stroop on run 2 components,1.500,1.393,1.503,1.695,1.759,1.536,1.471,1.535,1.535,1.616,Stroop on run 3 components,2.553,.976,.960,1.296,1.727,1.119,1.200,1.727,1.647,1.360,Stroop on run 4 components,1.395,1.296,1.792,1.087,1.871,2.031,1.392,1.439,1.615,2.518,Stroop on run 5 components,1.210,.976,1.343,1.216,1.040,2.431,1.487,1.248,1.343,1.855,,.000,,,13.274
