Subject ID,Date,Time,OffTime,OnTime,Total # of runs stroop off,Total # of runs stroop on,OffTime+OnTime,OnTime minus OffTime,Successful times X attempts (Off),Successful times X attempts (On),,Order of incorrect stroop on,,,Stroop off 1 time,Stroop off 2 time,Stroop off 3 time,Stroop off 4 time,Stroop off 5 time,,,Stroop on 1 time,Stroop on 2 time,Stroop on 3 time,Stroop on 4 time,Stroop on 5 time,,Practice stroop off 1 time,Practice stroop off 2 time,Practice stroop on 1 time,Practice stroop on 2 time,,Stroop off run 1 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 2 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 3 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 4 components,1,2,3,4,5,6,7,8,9,10,Stroop off run 5 components,1,2,3,4,5,6,7,8,9,10,,Stroop on run 1 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 2 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 3 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 4 components,1,2,3,4,5,6,7,8,9,10,Stroop on run 5 components,1,2,3,4,5,6,7,8,9,10,,Incorrect runs total time (stroop off),,,Incorrect runs total time (stroop on)
13b,02/12/2013,16:57,65.273,73.229,5,6,138.502,7.956,326.365,439.374,,4,,,12.748,13.620,13.320,12.645,12.941,,,15.772,13.365,14.667,15.624,13.801,,16.243,13.044,16.061,15.171,,Stroop off run 1 components,1.616,1.279,1.040,1.008,1.247,1.216,1.152,1.408,1.407,1.376,Stroop off run 2 components,1.192,1.184,1.152,1.439,1.760,1.375,1.807,1.136,1.535,1.039,Stroop off run 3 components,1.964,1.472,1.151,1.664,1.743,1.056,.912,.943,.800,1.615,Stroop off run 4 components,1.450,1.311,1.328,1.167,.929,1.086,1.104,1.487,1.280,1.503,Stroop off run 5 components,1.632,1.742,1.279,1.072,.928,1.311,1.088,1.296,1.071,1.520,,Stroop on run 1 components,1.663,1.344,1.088,1.055,2.201,2.313,1.470,1.856,1.328,1.456,Stroop on run 2 components,1.353,1.760,1.215,1.632,1.280,1.136,1.264,1.345,1.055,1.327,Stroop on run 3 components,1.473,1.103,1.311,1.056,1.680,2.542,.944,1.711,1.471,1.376,Stroop on run 4 components,1.900,1.728,1.023,1.920,1.488,1.472,1.663,1.232,1.646,1.553,Stroop on run 5 components,2.556,1.328,1.343,.768,1.120,1.776,1.168,1.199,1.087,1.456,,.000,,,2.860
